"","Status","GLYCATHB","Status","GLYCATHB","Status","GLYCATHB","Status","GLYCATHB"
"quinolinate","7.32312599578855e-13","0.000104781632302036","3.19533182517205e-12","0.000230825771158868","0.298811240236015","0.129089854514465","OK_sd","OK_sd"
"N..1..acetylspermidine","0.79233689373874","0.965779833682458","0.82076424794158","0.971279640329456","0.0109727216402916","0.00143364693436151","NS","NS"
"N6.N6.N6.trimethyllysine","4.50197217228235e-27","1.22585795754547e-16","5.00752150638291e-26","9.56028303671955e-16","-0.448856694518271","-0.271497826705649","OK_sd","C: Status"
"N.acetylputrescine","0.000117226609949174","0.0175849708397787","0.000232469610471255","0.0278445804312482","0.160456511543072","0.0792153212876942","OK_sd","C: Status"
"N.formylmethionine","0.000560322052633106","0.0462950785884856","0.00101380936723083","0.0660593287534963","0.143722387247323","0.0665160198270635","OK_sd","OK_sd"
"S.adenosylhomocysteine..SAH.","3.46051287793909e-09","1.16346083835104e-07","1.07458031472845e-08","3.64622715390844e-07","0.245754222615966","0.175702096132364","OK_sd","C: Status"
"adenosine.5..monophosphate..AMP.","0.000162775655563117","0.00141559532738738","0.000312436344897127","0.00263506565056882","-0.157063363848501","-0.106346122875401","OK_sd","C: Status"
"X5.methylthioadenosine..MTA.","2.00921605675412e-33","4.3347991491817e-12","3.40813273626917e-32","2.25376338905731e-11","0.501832647176334","0.228374529440137","OK_sd","OK_sd"
"N6.methyladenosine","0.77854446525742","0.327724509973389","0.809566926708291","0.387388641144502","0.0117138870070236","0.032696703221128","NS","NS"
"arachidonate..20.4n6.","0.906605674530779","0.806542074708689","0.918793054770924","0.837396782998999","-0.00489284949131741","-0.00818332641143421","NS","NS"
"arginine","1.35507927334525e-16","1.76955219545757e-07","8.06509900846271e-16","5.39614006569869e-07","-0.34443923312546","-0.173184819111959","OK_sd","OK_sd"
"ascorbate..Vitamin.C.","0.377211164202112","0.0163938222716621","0.430147520859047","0.0260507560342051","-0.0346205291225876","-0.0800728694405752","NS","OK_nc"
"aspartate","7.27448947918613e-08","6.34825406533166e-09","2.01870802111566e-07","2.34729721162263e-08","0.224289378752873","0.192249891832971","OK_sd","OK_sd"
"X2.hydroxyphenylacetate","0.00309917853084391","0.0195691127240381","0.00507920925888308","0.030693869412996","0.123056612295239","0.0778936637059627","OK_sd","C: Status"
"X3..4.hydroxyphenyl.lactate","2.02975692443215e-08","5.07828666785795e-08","5.93616410873798e-08","1.65257434251397e-07","0.233669752925577","0.180575239196764","OK_sd","C: Status"
"phenylpyruvate","3.46508518542543e-06","1.8265335564409e-05","8.36676262744182e-06","4.4260822073041e-05","0.193334143982953","0.142464249164405","OK_sd","C: Status"
"beta.alanine","1.81831341676234e-09","2.15461856949025e-06","5.91714941617865e-09","5.75554606062653e-06","0.250490732537739","0.157354038690538","OK_sd","C: Status"
"biliverdin","3.4581468453731e-05","5.20624558366369e-05","7.32091305642948e-05","0.000118839408081556","-0.172500448752468","-0.13459508092896","OK_sd","C: Status"
"succinate","0.0479225576199927","0.457034070855273","0.0645147923515179","0.518124673475861","-0.0824025338590975","-0.0248496894899895","OK_nc","NS"
"X3.hydroxybutyrate..BHBA.","0.927785105842407","0.576373963573038","0.937456730177324","0.63228736343461","-0.00378110144121924","0.0186680722368847","NS","NS"
"cholesterol","5.70197247770106e-08","1.61969678375464e-06","1.60864379464456e-07","4.38708290529951e-06","-0.226107550043138","-0.159239831121733","OK_sd","C: Status"
"choline.phosphate","4.54587861901956e-08","2.16444045865329e-10","1.293240521176e-07","9.29476488098896e-10","-0.227786752827141","-0.209805150882224","OK_sd","OK_sd"
"corticosterone","1.1327454477783e-21","2.1476557076446e-15","9.48849118910587e-21","1.59255125424794e-14","-0.393865698519406","-0.260490813873496","OK_sd","C: Status"
"cortisone","0.307320884983233","0.81285006627427","0.358585073879834","0.841371121231262","-0.0425301532706818","0.00791137485144342","NS","NS"
"creatinine","0.115978579304258","0.11351260746344","0.146266665535203","0.151760205249151","-0.0654831182216664","-0.0528487564897938","NS","NS"
"cysteinylglycine","0.0436978525362061","0.0308674760298162","0.0593573432348665","0.046644949857974","0.0840238330988239","0.0720460377375211","AD","AD"
"cystine","2.06685853835646e-06","0.00793244894526561","5.12747173043825e-06","0.0134554165234068","0.197734813347925","0.0885454777436252","OK_sd","OK_sd"
"sphingosine","6.76319544791065e-05","0.00378550532818139","0.000138009868012252","0.0066027387279462","0.165980509666997","0.0965329325145674","OK_sd","C: Status"
"deoxycholate","1.42440149026761e-23","1.32849049698962e-21","1.3060221772251e-22","1.46565984098773e-20","0.416262789445342","0.311098680909986","OK_sd","OK_sd"
"cystathionine","7.99810012572678e-14","3.42000512730689e-08","3.87622209664687e-13","1.14028180780232e-07","0.311144695166791","0.18285305993118","OK_sd","C: Status"
"sphinganine","0.000176762380151596","0.00306890795745276","0.000338316713491841","0.00544380143563842","0.156217972102072","0.098697663713097","OK_sd","C: Status"
"fumarate","0.17149949958584","0.116708735931789","0.210420272095827","0.155245100085715","0.0569655068586748","0.0523865223430269","NS","NS"
"gamma.glutamylglutamate","4.35528065826552e-18","1.53454176154383e-12","2.88298334305674e-17","8.39666600973782e-12","0.361121244231359","0.233041567954605","OK_sd","C: Status"
"gluconate","6.32111616194413e-27","2.32324482213449e-44","6.97378425346193e-26","1.0871183529781e-42","0.447553864772063","0.442561751741273","OK_sd","OK_sd"
"glutarate..C5.DC.","3.40755944541115e-08","2.00107422560643e-08","9.7553969776855e-08","6.99860238182454e-08","0.22990602254764","0.185896064781681","OK_sd","OK_sd"
"glycine","1.71330678688345e-27","1.34108405618246e-20","1.9537456384881e-26","1.34803782536267e-19","-0.452545150288649","-0.303574626475574","OK_sd","C: Status"
"glycocholate","6.56798061931725e-05","2.25451354791327e-08","0.000134430613882557","7.78466891734939e-08","0.166270027388376","0.185223382700807","C: GLYCATHB","OK_sd"
"guanidinoacetate","2.6133054949867e-21","1.52552171444344e-14","2.12350632137542e-20","1.0455217002524e-13","-0.394780574518966","-0.252644342532592","OK_sd","C: Status"
"histidine","1.02134424395713e-05","0.000391085221005394","2.29844799179076e-05","0.000796850818174655","-0.183814801303988","-0.118082726758222","OK_sd","C: Status"
"cortisol","0.0148417334198802","0.344531997149303","0.0218440696863095","0.404437647172668","-0.101487542052449","-0.0315794717124832","OK_nc","NS"
"hypotaurine","2.51384551335724e-05","0.000131923579452858","5.40616222127698e-05","0.000287352002114812","-0.175523013763673","-0.127228273038761","OK_sd","C: Status"
"inosine","4.61065176222199e-05","0.0141385731089857","9.59609576891907e-05","0.0226785386629948","0.16972686898165","0.0818583750308399","OK_sd","C: Status"
"myo.inositol","0.00437712500829306","0.00817916919161947","0.00708801746569652","0.0137954990255646","-0.118708056120115","-0.0882016802634663","AD","AD"
"isoleucine","3.83346947739165e-50","1.40481982926725e-56","2.00077618493095e-48","1.00333710963982e-54","0.620251185575069","0.494592513213923","OK_sd","OK_sd"
"X2.aminoadipate","2.98731653369543e-48","1.92901519035501e-40","1.44778162008025e-46","7.07479354949121e-39","0.607998795606279","0.423765107923852","OK_sd","C: Status"
"X3.sulfo.L.alanine","0.00925629481729465","0.00818377060838576","0.0140187411462822","0.0137954990255646","-0.108395434884569","-0.0881953568259798","AD","AD"
"citrulline","2.91728027704711e-26","2.79045285559061e-17","3.11712546138026e-25","2.24061806215175e-16","-0.441636122547061","-0.276994528741557","OK_sd","C: Status"
"lactose","5.01466262496604e-52","3.33757031246e-63","2.95865094872996e-50","2.83067682125514e-61","0.618815177677026","0.519449241762639","OK_sd","OK_sd"
"leucine","1.83952002271837e-49","2.18387300940352e-56","9.24529137344008e-48","1.48175783688029e-54","0.61586788727338","0.493842110529768","OK_sd","OK_sd"
"leukotriene.B4","0.000146722007400588","1.45891390365042e-08","0.000284025341002279","5.20985833487793e-08","0.147289245574722","0.187666712193905","C: GLYCATHB","OK_sd"
"lysine","0.0744232997363082","0.32428740810297","0.0981461785638195","0.383994775563464","0.0743191990781755","0.0329297015171271","OK_nc","NS"
"malate","4.00847181357258e-09","2.82269855856207e-09","1.23344586190884e-08","1.08203444744879e-08","0.245099912565648","0.19660898300435","OK_sd","C: Status"
"methionine","0.723719547293588","0.158663483168627","0.759541705860324","0.203119194962101","0.0147306616638004","0.0470778135850935","NS","NS"
"palmitate..16.0.","2.70540619473142e-14","1.67305362129806e-10","1.35469970710352e-13","7.32365730355314e-10","0.317074018100648","0.211081021378288","OK_sd","C: Status"
"nicotinamide","0.124670970201082","0.0539955421887609","0.156212840778271","0.0760082476661291","0.0639660453616366","0.0643235593722001","NS","OK_nc"
"stearate..18.0.","2.53569361104607e-08","1.22007137129361e-06","7.35242784228529e-08","3.36511555049884e-06","0.232060034394705","0.161090732138908","OK_sd","C: Status"
"ornithine","0.822480627548654","0.309344142866522","0.845757387209716","0.368228071815675","-0.00935142240056513","-0.0339618723967139","NS","NS"
"orotate","1.68449186881481e-05","1.65077596493367e-08","3.71080432789237e-05","5.84883285748041e-08","-0.179252002015043","-0.186976416492899","C: GLYCATHB","OK_sd"
"palmitoleate..16.1n7.","0.384887537739096","0.207748536120571","0.436699321665512","0.25959002165342","0.0362012958813209","-0.0420794120592654","NS","NS"
"phenylalanine","0.000396253700983809","9.66283315234913e-05","0.000734585071359329","0.000214958435864554","0.147572972941674","0.129738620935145","AD","AD"
"phosphate","0.19599956177496","0.486868412706718","0.236840075982743","0.547374014948646","0.0538676672399117","0.0232316303423614","NS","NS"
"phytanate","2.45253238533228e-07","6.08056416990383e-08","6.53848024930433e-07","1.95993481675998e-07","-0.215001650251012","-0.179527735939711","OK_sd","OK_sd"
"pristanate","1.18962934247854e-05","0.000147547282026334","2.66390596987357e-05","0.000320354658735577","-0.182401954823655","-0.126314535499919","OK_sd","C: Status"
"proline","7.46794194109334e-36","7.61298802990789e-27","1.55907649447133e-34","1.27541046377593e-25","0.520697621901437","0.347246136996612","OK_sd","C: Status"
"lactate","7.13420003198189e-34","9.96206417520883e-21","1.25728694070122e-32","1.00884485714615e-19","0.505376344086022","0.304554419106203","OK_sd","C: Status"
"pyridoxal","3.03049929676112e-08","1.1310520206756e-11","8.71268547818821e-08","5.56100576832171e-11","-0.230762995002924","-0.223971623826492","C: GLYCATHB","OK_sd"
"retinol..Vitamin.A.","5.01168796836681e-05","0.0193682581585954","0.000103513859559722","0.0304550710558679","0.168922009716215","0.0780219898553163","OK_sd","C: Status"
"serine","8.59211551220169e-08","0.000436474166997797","2.36640977308592e-07","0.000880082384273419","-0.223038662196513","-0.117122385718614","OK_sd","C: Status"
"serotonin","0.0016781874755588","0.0348754778472281","0.00284662550541662","0.0517790190795279","-0.130885171481346","-0.0704156520563874","OK_sd","C: Status"
"taurine","0.00478347377257972","5.52004207634921e-05","0.00767278239880696","0.000125262493271001","-0.117526823816886","-0.134142541042209","C: GLYCATHB","OK_sd"
"myristate..14.0.","0.00124781964104416","0.0245145010520221","0.0021653340829884","0.0376740406881019","0.134457820163172","0.0750477264696214","OK_sd","C: Status"
"urea","0.0161873524600551","0.106666952866969","0.0237472835549133","0.143455951477182","0.100173131597385","0.0538743606334805","OK_nc","NS"
"uridine","0.0454983798304701","0.0487502953091734","0.0614953201493506","0.0691265942889741","-0.0833174098586575","-0.0657857961669931","AD","AD"
"X2..deoxyuridine","0.0224608489211951","0.00257781102560506","0.0323217094231831","0.00459066871620218","-0.0950834100555295","-0.100465679782862","AD","AD"
"trans.urocanate","1.26163553970737e-08","1.26993102501827e-06","3.7462569526978e-08","3.49553022505028e-06","-0.237074481329002","-0.160830344707424","OK_sd","C: Status"
"glutamate","1.86704772918303e-54","1.8905492641368e-44","1.26679188425068e-52","9.16241196940586e-43","0.647321092524073","0.442977525707499","OK_sd","OK_sd"
"glutamine","3.23183047474491e-12","6.99513010791948e-12","1.34116023065102e-11","3.52877009533336e-11","-0.29022993497432","-0.22618906593874","OK_sd","OK_sd"
"threonine","0.00626552673350684","0.037115070701589","0.00984064789047312","0.0546259771605816","-0.113873110173074","-0.0695731376495324","OK_sd","C: Status"
"tryptophan","0.102343331456724","0.0396552343207296","0.131018774327146","0.0580497874576377","0.0680540355875183","0.0686683299497406","NS","OK_nc"
"valine","6.23317857555112e-44","1.7783155289809e-47","1.9670751923309e-42","1.00548923867795e-45","0.579064394531589","0.456708029585299","OK_sd","OK_sd"
"glucose","2.29806205959089e-89","8.20774541107853e-158","3.11847021486483e-86","1.11379105228336e-154","0.834928575978136","0.742055734679475","OK_sd","OK_sd"
"alpha.ketobutyrate","1.56911887574736e-24","6.24515579027387e-25","1.58902560775311e-23","8.82778792437671e-24","0.424514044504664","0.334601591971681","OK_sd","OK_sd"
"adenosine","8.61810131280291e-05","0.0870767299370297","0.000172999459785112","0.11866759696459","0.15528572503923","0.0571305385337251","OK_nc","NS"
"betaine","0.00157306214761283","0.00333552865994871","0.00268171524410881","0.00588597190058569","-0.131672659683499","-0.0978432541826977","OK_sd","C: Status"
"cysteine","2.55902685409096e-10","3.03148441672368e-07","8.83613089313343e-10","8.88493380884239e-07","0.263409013265702","0.169898630326053","OK_sd","C: Status"
"mannose","5.02079234816831e-73","1.96462964189942e-101","1.13553586941073e-70","5.82302341241498e-99","0.752925576574542","0.632315282335577","OK_sd","OK_sd"
"dimethylglycine","5.69055427755524e-07","0.0023401327609561","1.46251555959137e-06","0.0042004763976421","0.208342742659278","0.101434866755277","OK_sd","C: Status"
"alanine","8.8629949640704e-36","1.54443717329553e-28","1.82228547973387e-34","2.99400177737433e-27","0.520130167167532","0.357966274449311","OK_sd","C: Status"
"tyrosine","6.46713402966994e-14","6.8982437917763e-13","3.1567988770727e-13","3.96649018027137e-12","0.312349088887731","0.236567496914049","OK_sd","C: Status"
"pseudouridine","0.44042071835301","0.197938084359646","0.493111315845738","0.248705537477815","0.0321422574275771","-0.0430027284724175","NS","NS"
"pyruvate","9.86335349632348e-51","7.87841549316046e-55","5.35382827780438e-49","4.85954992009943e-53","0.624020706307433","0.48767331133158","OK_sd","OK_sd"
"uracil","0.168897533058923","0.990690564875802","0.207603217718259","0.990690564875802","-0.0573129281243305","0.00038990632193497","NS","NS"
"xylose","2.63185222269475e-07","0.0018971820614444","6.97543645741559e-07","0.00345104029139417","0.209726637367473","0.103509981383991","OK_sd","OK_sd"
"cytidine","0.00966514035891773","0.437420205428522","0.0145567097303567","0.49880606619034","0.107515301011575","0.0259458180161862","OK_nc","NS"
"arabinose","3.26293931765102e-09","5.51327704434311e-09","1.02258860370726e-08","2.05542908710137e-08","0.24367548537646","0.193015611385693","OK_sd","OK_sd"
"cotinine","0.00398249536645658","0.056002749686932","0.00645668603617871","0.0785891740694588","0.0878570477298915","0.063795262294994","OK_sd","C: Status"
"caffeine","0.445456906458983","0.486825393094924","0.497928354254399","0.547374014948646","0.0317890458074939","-0.023233923878946","NS","NS"
"fructose","1.09575795330769e-23","9.24296257272882e-40","1.02547830526796e-22","3.21607697722898e-38","0.417918830811634","0.420377251851034","OK_sd","OK_sd"
"adenine","0.264328964518969","0.00479560473727181","0.311506835396477","0.00830193324960334","0.0465023364080115","0.0940420358805266","NS","OK_nc"
"cytosine","0.155792013339515","0.507278582794448","0.192716282681606","0.567032155561834","0.0588994852374913","0.0221554482977903","NS","NS"
"caprate..10.0.","5.33716796977625e-09","1.12797205004444e-06","1.63488418396984e-08","3.11742988169105e-06","-0.243119611351411","-0.161599791083732","OK_sd","C: Status"
"margarate..17.0.","7.24910464527519e-13","7.64806065327611e-12","3.17323709794788e-12","3.84385863203544e-11","0.298869143780291","0.22577901839468","OK_sd","C: Status"
"nonadecanoate..19.0.","0.474923912571209","0.561999680844502","0.525670268645294","0.621037106600969","-0.0297682121122634","0.0193758130698888","NS","NS"
"arachidate..20.0.","2.18050333835761e-06","0.00210705749914322","5.38969586548502e-06","0.00381236936844979","-0.197283165702573","-0.10247698266727","OK_sd","C: Status"
"maltose","5.63498388448218e-11","4.94540996082947e-22","2.08356216110145e-10","5.68722145495389e-21","0.272939936653523","0.314249295961194","C: GLYCATHB","OK_sd"
"asparagine","1.79096648686444e-17","2.81229584019899e-12","1.13039140589537e-16","1.50247458864175e-11","-0.354352319905501","-0.230331425309063","OK_sd","C: Status"
"N.stearoyl.sphinganine..d18.0.18.0..","1.61892131895758e-45","1.96271305195984e-31","6.27678922807267e-44","4.51424001950764e-30","0.589788130931494","0.375407605380687","OK_sd","C: Status"
"dihydroorotate","0.000975899341792526","0.765371894422117","0.00170876826685478","0.805123768008382","0.137358787731397","0.00997251649397694","OK_nc","NS"
"caproate..6.0.","0.0432266530477376","0.0369579704351455","0.0588941447648392","0.0544538174598181","0.0836879925420235","0.0696308059953837","AD","AD"
"caprylate..8.0.","0.124432302967734","0.190309583302009","0.15605788828763","0.239786540892132","-0.0640065778426298","-0.0437440571717733","NS","NS"
"sucrose","0.000378850917851912","0.00127418736407065","0.00070328412520526","0.00239152455469415","0.141823150995072","0.10734926675625","OK_sd","C: Status"
"pentadecanoate..15.0.","0.0014521987234728","0.00533458870258418","0.00249763455988921","0.00918659501193748","0.132639648872908","0.0929017347362886","OK_sd","C: Status"
"trans.4.hydroxyproline","6.0916985578562e-08","4.07462365440536e-06","1.70794110392786e-07","1.05520311050154e-05","0.225615369916793","0.153061910536963","OK_sd","C: Status"
"allantoin","3.72108035412902e-15","3.65732151556879e-12","1.94211770790503e-14","1.92363771187087e-11","0.327583511386732","0.229145289317405","OK_sd","C: Status"
"xanthine","1.78740718460352e-16","3.56906084545449e-16","1.0454791161668e-15","2.72090762206839e-15","0.343061128771692","0.267449252115423","OK_sd","OK_sd"
"X5.oxoproline","1.80469980734063e-05","4.25246842792167e-05","3.95634513499392e-05","9.88116379570154e-05","-0.178615063028008","-0.136148857256996","OK_sd","C: Status"
"picolinate","0.806293680333965","0.264505134274199","0.832935532889036","0.322781894973101","-0.0102199755647043","0.0372739108317279","NS","NS"
"sarcosine","0.758159820359921","0.749741318239879","0.793232749597851","0.790789820477789","-0.0128314254115494","-0.0106590606886788","NS","NS"
"pantothenate","2.32818491684638e-07","0.00472836899900939","6.23145351510955e-07","0.0082156168138998","0.215406975060944","0.0941923136490558","OK_sd","OK_sd"
"pipecolate","0.263972162399025","0.0847163277175307","0.311487151630849","0.115653980596267","0.0465370785345771","0.0575615290546433","NS","NS"
"phosphoethanolamine","0.00829167785984253","3.75792546137904e-05","0.0126424796132655","8.79224974326096e-05","-0.10800748113792","-0.137089973594854","C: GLYCATHB","OK_sd"
"glycerate","4.16225032374257e-15","7.81279595278884e-15","2.1475945586763e-14","5.49324565177951e-14","-0.326998685589545","-0.255352509085595","OK_sd","OK_sd"
"X3.ureidopropionate","0.475611587050243","0.433353612186756","0.526002382744238","0.495000716950696","-0.0297218892768427","0.026176574066368","NS","NS"
"X5.KETE","0.854489400766718","0.520720538434418","0.87512612591731","0.581100140341698","-0.00689631212326502","0.0214590852343646","NS","NS"
"N.acetylleucine","2.56878395462436e-39","1.05642465362306e-42","6.45525893782455e-38","4.47990079677031e-41","0.546476279813087","0.434755077444538","OK_sd","OK_sd"
"N.acetylmethionine","0.186927723921924","0.00955751208486286","0.227091245624038","0.0159526985229507","-0.0549794152900099","-0.0864359869233629","NS","OK_nc"
"N.acetylvaline","9.0220666904493e-12","3.20395668882784e-08","3.57980833302331e-11","1.07618050166816e-07","0.284150062825345","0.183226297728804","OK_sd","C: Status"
"erucate..22.1n9.","0.00177893621094133","0.00193729541812093","0.00299134626796454","0.00351458540426485","-0.130172957886752","-0.103304708304093","AD","AD"
"bilirubin..Z.Z.","3.80052731994296e-17","8.37999070509511e-17","2.33362695618217e-16","6.6114228993105e-16","-0.350698606261689","-0.272922523601923","OK_sd","OK_sd"
"thyroxine","1.40708212496231e-10","1.89593598755197e-06","4.95950764564637e-10","5.10473241092861e-06","0.267230647187914","0.158201941616597","OK_sd","C: Status"
"guanosine","0.00976150548919365","0.159158009585956","0.0146855465064698","0.203560244117004","0.107515301011575","0.0470220389383186","OK_nc","NS"
"gamma.glutamyltyrosine","1.12949447086814e-16","7.92358856859699e-12","6.8121066531914e-16","3.96764195113879e-11","0.345342528416164","0.225616171536068","OK_sd","C: Status"
"methyl.indole.3.acetate","3.53038106967509e-06","0.000898785450959314","8.49419700629273e-06","0.00174235979564541","0.193131481577987","0.110618088178724","OK_sd","C: Status"
"alpha.tocopherol","0.0760641772306382","0.044728340670357","0.100212707283472","0.064365173159782","-0.0739022935593888","-0.0669991892886453","NS","OK_nc"
"N.carbamoylaspartate","0.000101965159557084","0.000202729434812964","0.000203480472822005","0.000433234398490066","0.161209257618659","0.123686757805571","AD","AD"
"N.acetylalanine","3.60470485937226e-07","0.00898753951650149","9.38459687377345e-07","0.0150941721830353","0.211979085239808","0.087136679962391","OK_sd","OK_sd"
"vanillylmandelate..VMA.","2.16202408228461e-05","3.42247672284609e-06","4.6792132051997e-05","8.91420520710585e-06","-0.176935860244005","-0.154248356021566","C: GLYCATHB","OK_sd"
"X4.acetamidobutanoate","0.132212451642834","0.612900009676717","0.165204693259047","0.664832384597366","0.0627153288052762","0.0169057185869058","NS","NS"
"X3.aminoisobutyrate","1.17407357790822e-10","1.64867983866746e-14","4.17072734351165e-10","1.12425052315163e-13","-0.268377137364578","-0.252328049845295","OK_sd","OK_sd"
"chenodeoxycholate","0.000645667216148168","1.00258945570145e-06","0.00115781252879784","2.78793830202227e-06","0.13925223362922","0.162361105758488","C: GLYCATHB","OK_sd"
"citrate","0.686657490674047","0.692336306694527","0.728014046550058","0.738600918384019","-0.0168093989033069","0.0132220694391376","NS","NS"
"X5.6.dihydrouracil","0.436029379878476","0.455429088938214","0.48900154421082","0.516736850910666","-0.0317774650986387","-0.0249383722531165","NS","NS"
"X2.aminobutyrate","0.1241259720713","0.837825560166956","0.155902670130608","0.862617060050501","0.0640586910324781","0.00683956106884344","NS","NS"
"urate","1.55134537503093e-28","4.39381796978753e-12","1.96745390085699e-27","2.27572938358842e-11","0.461589683904552","0.22831307665547","OK_sd","OK_sd"
"ursodeoxycholate","7.56462757889502e-23","1.54811567975637e-17","6.62270943520035e-22","1.28097132770085e-16","0.40926225094238","0.279148452565849","OK_sd","C: Status"
"oleoyl.ethanolamide","0.00578817557095352","0.911291161728585","0.00911201189070061","0.925735221934445","0.114955906451034","0.00372297550399778","OK_nc","NS"
"gamma.glutamylglutamine","1.38076973576495e-12","7.27509873195875e-13","5.9107398467919e-12","4.14802898288573e-12","-0.295174897655486","-0.236334696479863","OK_sd","OK_sd"
"X4.hydroxyphenylpyruvate","0.00497774351307656","0.0575593932382556","0.00795618132773249","0.080606910861004","0.116982530500692","0.0633962890101429","OK_sd","C: Status"
"butyrate.isobutyrate..4.0.","0.382823837873664","0.899871694236643","0.435450082141293","0.916761177987331","0.036357635450866","0.00420462021064867","NS","NS"
"N.acetylneuraminate","6.69055202645921e-12","3.96732629035164e-07","2.67819442475078e-11","1.14545995234195e-06","0.285933491989045","0.168232365975986","OK_sd","C: Status"
"N.acetylglucosaminylasparagine","0.000356843028098421","0.275166372225449","0.000665159325727415","0.33357145268842","0.148707882409482","0.0364538921229422","OK_nc","NS"
"acetoacetate","0.000785686416037944","0.0696638625791601","0.00139187528271996","0.0964631239999187","0.139732833046711","0.060565749396957","OK_sd","C: Status"
"creatine","7.20060935006489e-17","2.00708790712395e-11","4.38171609329061e-16","9.55655540339368e-11","0.347566024516361","0.221293933784701","OK_sd","C: Status"
"cys.gly..oxidized","0.0895901645112919","0.785446473506583","0.116005585154411","0.821148585938701","0.0707175986242118","0.00909685926538676","NS","NS"
"estrone.3.sulfate","0.00935814341979665","0.00911944097066818","0.0141414260809177","0.0152590399472216","0.0967684031939595","0.0869710782792788","AD","AD"
"dihomo.linoleate..20.2n6.","2.21949572964744e-09","1.91287214177797e-06","7.17108501221804e-09","5.14013365622317e-06","0.249141579956109","0.158143128919857","OK_sd","C: Status"
"gamma.glutamylhistidine","0.959645727666613","0.36565606795108","0.967488300478153","0.426651147213771","-0.00211347936607198","-0.0302234332158618","NS","NS"
"X2.hydroxystearate","0.0283705790752571","0.0187302136381026","0.0398952080882113","0.0295545347754712","-0.091319679677593","-0.0784374870847481","AD","AD"
"N1.methyladenosine","1.08605704087857e-11","9.3080818841279e-07","4.27182436078903e-11","2.60434373541475e-06","0.283038314775247","0.162839271239414","OK_sd","C: Status"
"glycerol","1.40262612372696e-11","9.42197915337575e-07","5.40728309629966e-11","2.63078718336027e-06","0.281498080497507","0.162761082712555","OK_sd","C: Status"
"choline","0.34909609855276","0.44365796599832","0.399093012414571","0.504646990661962","-0.0390096177787043","-0.0255942414980133","NS","NS"
"anthranilate","0.868396918279807","0.449580118200619","0.886026028650901","0.510954958457488","-0.00690789283212023","-0.0252630529029714","NS","NS"
"X12.HHTrE","2.98342166903121e-07","0.0500878418555704","7.84593644355689e-07","0.0707275768969917","-0.199199773018106","-0.0654008756224036","OK_sd","OK_sd"
"gamma.glutamylleucine","2.56082751828464e-33","4.3772774229507e-31","4.23785724672226e-32","9.42851660784778e-30","0.50099883613876","0.373365414245311","OK_sd","OK_sd"
